0.00	0.06
42105.26	2.86
84210.53	4.20
126315.79	5.19
168421.05	6.03
210526.31	6.77
252631.58	7.42
294736.84	8.03
336842.13	8.61
378947.38	9.14
421052.63	9.64
463157.88	10.12
505263.16	10.60
547368.44	11.03
589473.69	11.45
631578.94	11.89
673684.19	12.25
715789.50	12.63
757894.75	12.99
800000.00	13.34
