0.00	0.03
42105.26	2.91
84210.53	4.22
126315.79	5.22
168421.05	6.04
210526.31	6.77
252631.58	7.45
294736.84	8.05
336842.13	8.62
378947.38	9.14
421052.63	9.64
463157.88	10.12
505263.16	10.59
547368.44	11.01
589473.69	11.45
631578.94	11.87
673684.19	12.21
715789.50	12.50
757894.75	12.86
800000.00	12.81
